Time	Par	Revoluciones	Potencia	Valve	Throttle	P1 GASOIL	P2 ACEITE	T1 ESCAPE A	T2 ESCAPE B 	T3 AGUA SAL B	T4 AGUA SAL A	Pattern Phase	Pattern Timer	Pass/Fail	Pass/Fail Description	Aux 1	P3 ESCAPE B	P4 ESCAPE A	P5 SAL AGUA	P6 ENT AGUA	P7 ADMIS A	P8 ADMIS B	P9 ATMOSFERICA	T5 ENTRADA AGUA	T6 AIRE ADM B	T7 GASOIL	T8 AIRE ADM A	T9 ASPIRACION A	T10 AMBIENTE	T11 ASPIRACION B	T12 ACEITE	Temp 13	Temp 14	Temp 15	Temp 16	CARRERA	KICK-DOWN1	KICK-DOWN2	KW+	CALC1	CALC2	CALC3	DIF_ESCAPE	CALC5	CALC6	CALC7	DIF. TEMP AGUA	CALC9	Fuelmaster	Fuelslave	CONSUMO_LPH	CONSUM_KGH	TEMP_MKE	P_ACEITE_MKE	P_AIRE_MKE	VENTILADOR1	VENTILADOR2
44134.0114467593	3137.20532173117	2573.99875	845.531419158671	35.8843019855185	80.1266001060217	2.62394763531429	3.74016971342466	505.1333373744	516.777781912	98.4222230096	98.5666674552	F2_TABLA CONEX KICKDOWN 2	5.10006877448177E-03	0		7.40159489063894E-02	21.2218931727086	8.14036601695274	3.32238597380116	1.80386092151163	0.96676488228261	0.911765719453552	13.5527750555539	94.5111118672	92.4555562952	29.1000002328	94.2444451984	21.9333335088	25.27777798	25.5222224264	88.0666673712	-9999	-9999	-9999	-9999	9.34	1	0	895.825182488569	941.24	962.2	-20.9599999999999	-11.6444445375999	202.12	209.16	7.03999999999999	3.9111111424	39.04	1.65154000000176	1.39255000000176	258.990000000001	220.141500000001	99.47	3.63	0.642	1	1
44134.0114583333	3177.47835801624	2557.61675	850.932446362029	36.3618199004435	80.2939801536149	2.62394763531429	3.72397850254403	505.9333373808	517.3777819168	98.5222230104	98.666667456	F2_TABLA CONEX KICKDOWN 2	5.11168209050084E-03	0		0.073833716569077	22.165088424829	8.22884825626744	3.29012979929824	1.76377512325581	0.957397005516305	0.913649532923499	13.5527750555539	95.4111118744	92.6555562968	29.2000002336	94.4444452	21.9333335088	25.27777798	25.5222224264	88.0666673712	-9999	-9999	-9999	-9999	9.36	1	0	901.750047935311	942.68	963.28	-20.6	-11.444444536	203.2	209.34	6.14000000000001	3.4111111384	38.14	1.65154000000176	1.39139000000176	260.150000000001	221.127500000001	99.4	3.63	0.642	1	1
44134.0114699074	3207.72397833921	2535.49803571429	851.582892607782	37.0934862521361	81.203925067592	2.60030846742858	3.72397850254403	507.333337392	518.277781924	98.9222230136	98.7666674568	F2_TABLA CONEX KICKDOWN 2	5.12313016952248E-03	0		7.39248327377332E-02	23.9335795225547	8.31733049558214	3.16916914491228	1.68360352674419	1.00423638934783	0.913649532923499	13.5527750555539	95.611111876	92.6555562968	29.2000002336	94.5444452008	22.0333335096	25.3777779808	25.6222224272	88.166667372	-9999	-9999	-9999	-9999	9.41	1	0	902.173260880147	945.2	964.9	-19.7	-10.944444532	204.1	209.7	5.59999999999999	3.111111136	37.6	1.65404000000176	1.39139000000176	262.650000000001	223.252500000001	99.5	3.63	0.645	1	1
44134.0114814815	3256.18513025406	2528.90171428571	862.219443793265	37.4326340182669	81.5743047436466	2.57666929954286	3.70778729166341	508.1333373984	518.777781928	99.1222230152	98.8666674576	F2_TABLA CONEX KICKDOWN 2	5.13473715545842E-03	0		0.073833716569077	20.6323961401334	8.14036601695274	3.10465679590643	1.64351772848837	1.03234001964674	0.92495241374317	13.5527750555539	95.5111118752	92.7555562976	29.2000002336	94.5444452008	22.0333335096	25.3777779808	25.6222224272	88.166667372	-9999	-9999	-9999	-9999	9.49	1	0	913.441702450338	946.64	965.8	-19.16	-10.6444445296	204.1	209.7	5.59999999999999	3.111111136	37.6	1.65154000000176	1.39024000000176	262.650000000001	223.252500000001	99.77	3.63	0.646	1	1
44134.0114930556	3309.31725527892	2517.113	872.17473826948	37.916887000612	82.1202572345194	2.55303013165715	3.69159608078278	510.0333374136	519.3777819328	99.222223016	99.0666674592	F2_TABLA CONEX KICKDOWN 2	5.14049229241209E-03	0		7.35603680631084E-02	23.3440824899795	8.4942949742116	3.04820849052631	1.58739761093023	1.034213595	0.936255294562842	13.3951846479312	95.2111118728	92.7555562976	29.2000002336	94.6444452016	22.0333335096	25.3777779808	25.6222224272	88.166667372	-9999	-9999	-9999	-9999	9.63	1	1	923.988415587243	950.06	965.8	-15.74	-8.7444445144	203.38	210.42	7.03999999999999	3.61111114	38.5	1.65154000000176	1.39024000000176	261.3	222.105	100.06	3.63	0.649	1	1
44134.0115046296	3381.09824036078	2506.28092857143	887.284348030219	37.8057552316513	82.7572035551574	2.53727068640001	3.69159608078278	511.2333374232	520.5777819424	99.3222230168	99.16666746	F2_TABLA CONEX KICKDOWN 2	5.15788615302881E-03	0		7.35603680631084E-02	21.3397925792236	8.4058127348969	3.04014444690058	1.61144908988372	0.99674208793478	0.956977242732239	13.3951846479312	94.3111118656	92.9555562992	29.2000002336	94.7444452024	22.0333335096	25.3777779808	25.722222428	88.2666673728	-9999	-9999	-9999	-9999	9.79	1	1	939.995648737181	952.22	969.04	-16.8200000000001	-9.3444445192	201.76	210.78	9.02000000000001	5.0111111512	41.02	1.65404000000176	1.39024000000176	261.3	222.105	100.25	3.63	0.653	1	1
44134.0115162037	3452.37605226306	2496.44135714286	902.433737121375	37.6886624146605	83.2798890443786	2.52151124114286	3.68350047534247	513.7333374432	522.0777819544	99.222223016	99.16666746	F2_TABLA CONEX KICKDOWN 2	5.17540235887282E-03	0		7.40159489063894E-02	23.1082836769494	8.4058127348969	3.12884892678362	1.69162068639535	1.03234001964674	0.972047750491803	13.5527750555539	93.8111118616	92.9555562992	29.2000002336	94.8444452032	22.1333335104	25.3777779808	25.722222428	88.2666673728	-9999	-9999	-9999	-9999	9.93	1	1	956.045024406128	956.72	971.74	-15.0200000000001	-8.34444451120005	201.76	210.78	9.02000000000001	5.0111111512	41.02	1.65656000000176	1.38910000000176	263.8	224.23	100.38	3.63	0.661	1	1
44134.0115277778	3499.72484258428	2481.5425	909.321296848697	37.4292861357507	83.8033379167243	2.48999235062858	3.68350047534247	515.0333374536	523.0777819624	98.722223012	98.9666674584	F2_TABLA CONEX KICKDOWN 2	5.18714811187238E-03	0		0.073833716569077	21.9292896117989	8.4058127348969	3.2014253194152	1.76377512325581	1.09978873236413	0.99088588519126	13.5527750555539	93.4111118584	93.0555563	29.2000002336	94.8444452032	22.1333335104	25.3777779808	25.722222428	88.2666673728	-9999	-9999	-9999	-9999	10.08	1	1	963.341756494858	959.06	973.54	-14.48	-8.0444445088	200.14	210.6	10.46	5.4111111544	41.74	1.65656000000176	1.38682000000176	267.460000000002	227.341000000001	100.31	3.63	0.668	1	1
44134.0115393519	3563.88730802447	2480.47025	925.651896820463	37.2292047269217	84.3650222661055	2.47423290537143	3.69159608078278	516.333337464	523.9777819696	98.5222230104	98.8666674576	F2_TABLA CONEX KICKDOWN 2	5.19293050456326E-03	0		7.39248327377332E-02	26.1736682463406	8.4942949742116	3.27400171204678	1.81187808116279	1.03046644429348	1.00972401989071	13.5527750555539	93.4111118584	93.0555563	29.2000002336	94.8444452032	22.1333335104	25.4777779816	25.722222428	88.2666673728	-9999	-9999	-9999	-9999	10.22	1	1	980.642515770964	961.4	975.16	-13.76	-7.6444445056	200.14	209.7	9.56	5.3111111536	41.56	1.65909000000176	1.38682000000176	269.740000000001	229.279	100.04	3.63	0.678	1	1
44134.0115509259	3594.81606342811	2490.6955	937.517962589707	36.9157610940389	84.571167825949	2.44271401485715	3.69969168622309	518.9333374848	526.0777819864	98.222223008	98.5666674552	F2_TABLA CONEX KICKDOWN 2	5.20455885998672E-03	0		7.39248327377332E-02	24.4051771486149	8.84822393147039	3.36270619192982	1.90006683732558	1.06231722529891	1.03609740846995	13.5527750555539	93.8111118616	93.0555563	29.1000002328	94.8444452032	22.2333335112	25.4777779816	25.722222428	88.2666673728	-9999	-9999	-9999	-9999	10.35	1	1	993.550197179054	966.08	978.94	-12.86	-7.1444445016	200.86	208.8	7.94	4.4111111464	39.94	1.65909000000176	1.38569000000176	273.400000000001	232.39	99.72	3.63	0.689	1	1
44134.0115625	3605.45107876648	2500.03933333333	943.820137139745	36.9010970642077	84.697473106805	2.45059373748572	3.69159608078278	520.4333374968	527.277781996	98.4222230096	98.5666674552	F2_TABLA CONEX KICKDOWN 2	5.21616614423692E-03	0		7.39248327377332E-02	26.5273664658858	8.93670617078509	3.37077023555555	1.92411831627907	1.077305828125	1.0549355431694	13.5527750555539	95.3111118736	93.1555563008	29.3000002344	94.944445204	22.2333335112	25.4777779816	25.722222428	88.3666673736	-9999	-9999	-9999	-9999	10.47	1	1	999.890084921992	968.78	981.1	-12.3199999999999	-6.84444449919994	202.48	208.8	6.31999999999999	3.5111111392	38.32	1.66165000000176	1.38569000000176	275.96	234.566	99.5	3.63	0.703	1	1
44134.0115740741	3617.97342795667	2510.44616666667	951.028325238767	36.8133847798201	84.9202971025775	2.45059373748572	3.67540486990215	523.33333752	529.6777820152	98.722223012	98.5666674552	F2_TABLA CONEX KICKDOWN 2	5.22780550090829E-03	0		7.40159489063894E-02	23.8156801160397	9.02518841009978	3.31432193017543	1.87601535837209	1.14288096548913	1.0756574913388	13.7103654631766	95.7111118768	93.2555563016	29.3000002344	95.0444452048	22.2333335112	25.4777779816	25.722222428	88.3666673736	-9999	-9999	-9999	-9999	10.56	1	1	1007.52649309644	974	985.42	-11.42	-6.3444444952	204.28	209.7	6.13999999999999	3.4111111384	38.14	1.66165000000176	1.37791000000176	283.74	241.179	99.44	3.63	0.72	1	1
44134.0115856482	3609.04640981608	2519.03133333333	951.931710331115	36.8628478951154	85.1088748018603	2.44271401485715	3.68350047534247	524.833337532	530.8777820248	99.4222230176	98.9666674584	F2_TABLA CONEX KICKDOWN 2	5.23936941317515E-03	0		7.41070650750456E-02	26.0557688398256	9.20215288872918	3.28206575567251	1.80386092151163	1.11103018448369	1.08507655868853	13.5527750555539	96.2111118808	93.3555563024	29.3000002344	95.0444452048	22.2333335112	25.4777779816	25.722222428	88.3666673736	-9999	-9999	-9999	-9999	10.62	1	1	1008.48354599366	976.7	987.58	-10.88	-6.0444444928	204.82	210.24	5.41999999999999	3.0111111352	37.42	1.66165000000176	1.37464000000176	287.01	243.9585	99.66	3.63	0.734	1	1
44134.0115972222	3604.52080310266	2532.33811538462	955.759604338905	36.9329754888309	85.1958887536342	2.41119512434286	3.68350047534247	527.5333375536	533.277782044	99.72222302	99.16666746	F2_TABLA CONEX KICKDOWN 2	5.25097364879912E-03	0		7.39248327377332E-02	27.5884611245212	9.29063512804394	3.24980958116959	1.75575796360465	1.13538666407609	1.09826325297814	13.7103654631766	96.2111118808	93.3555563024	29.3000002344	95.1444452056	22.2333335112	25.4777779816	25.722222428	88.3666673736	-9999	-9999	-9999	-9999	10.62	1	1	1012.53884542404	981.56	991.9	-10.34	-5.7444444904	205.18	211.5	6.31999999999999	3.2111111368	37.78	1.66421000000176	1.37140000000176	292.810000000001	248.888500000001	100.09	3.63	0.746	1	1
44134.0116087963	3590.60886093314	2551.55946153846	959.291214560533	37.0255726575775	85.0486642505454	2.40331540171429	3.69159608078278	528.7333375632	534.4777820536	100.1222230232	99.3666674616	F2_TABLA CONEX KICKDOWN 2	5.26256197190378E-03	0		7.41070650750456E-02	23.8156801160397	9.55608184598803	3.19336127578947	1.723689325	1.17285817114131	1.10579850685792	13.5527750555539	95.9111118784	93.4555563032	29.3000002344	95.2444452064	22.2333335112	25.4777779816	25.722222428	88.3666673736	-9999	-9999	-9999	-9999	10.63	1	1	1016.28025960399	983.72	994.06	-10.34	-5.7444444904	204.64	211.86	7.22	4.0111111432	39.22	1.66679000000176	1.37034000000176	296.45	251.9825	100.52	3.63	0.756	1	1
44134.0116203704	3579.54414879099	2556.51438461539	958.198221647722	37.1255989033191	84.9565513495312	2.41119512434286	3.69159608078278	529.7333375712	535.3777820608	100.0222230224	99.5666674632	F2_TABLA CONEX KICKDOWN 2	5.27413146483013E-03	0		0.073833716569077	26.6452658724008	9.64456408530273	3.27400171204678	1.73972364430233	1.18222604790761	1.10956613379782	13.5527750555539	94.611111868	93.4555563032	29.3000002344	95.1444452056	22.1333335104	25.3777779808	25.6222224272	88.3666673736	-9999	-9999	-9999	-9999	10.62	1	1	1015.29168628885	985.52	995.68	-10.16	-5.6444444896	203.56	212.22	8.66	4.8111111496	40.66	1.66421000000176	1.37034000000176	293.87	249.7895	100.8	3.63	0.768	1	1
44134.0116319444	3563.50773195021	2574.82646153846	960.731418553516	37.3833026066123	84.7369877374664	2.42695456960001	3.69969168622309	531.833337588	537.3777820768	99.9222230216	99.666667464	F2_TABLA CONEX KICKDOWN 2	5.28585506981472E-03	0		7.39248327377332E-02	22.6366860508892	9.64456408530273	3.35464214830409	1.83592956011628	1.15599599296196	1.12086901461749	13.7103654631766	94.111111864	93.555556304	29.1000002328	95.2444452064	22.2333335112	25.5777779824	25.722222428	88.4666673744	-9999	-9999	-9999	-9999	10.57	1	1	1017.80602244394	989.3	999.28	-9.98000000000002	-5.5444444888	201.4	212.22	10.82	6.0111111592	42.82	1.66421000000176	1.36821000000176	293.87	249.7895	100.91	3.63	0.774	1	1
44134.0116435185	3538.28372790269	2572.82276923077	953.208885821257	37.7661708149127	84.7410843442334	2.41119512434286	3.69969168622309	532.7333375952	538.277782084	99.4222230176	99.5666674632	F2_TABLA CONEX KICKDOWN 2	5.29777009796817E-03	0		0.073833716569077	30.4180468808823	9.55608184598803	3.4352825845614	1.90808399697675	1.18409962326087	1.11898520114754	13.3951846479312	93.8111118616	93.555556304	29.1000002328	95.3444452072	22.1333335104	25.4777779816	25.6222224272	88.3666673736	-9999	-9999	-9999	-9999	10.51	1	1	1009.83659522312	990.92	1000.9	-9.98000000000002	-5.5444444888	201.04	210.96	9.91999999999999	5.8111111576	42.46	1.66421000000176	1.36821000000176	296.000000000001	251.600000000001	100.87	3.63	0.774	1	1
44134.0116550926	3518.87225811118	2578.00730769231	949.870242615081	37.9442389909849	84.8734704721231	2.42695456960001	3.70778729166341	533.5333376016	538.9777820896	99.222223016	99.4666674624	F2_TABLA CONEX KICKDOWN 2	5.30926145438571E-03	0		7.39248327377332E-02	30.5359462873974	9.55608184598803	3.48366684631578	1.94816979523256	1.2065825275	1.12086901461749	13.3951846479312	93.8111118616	93.6555563048	29.1000002328	95.3444452072	22.2333335112	25.5777779824	25.722222428	88.4666673744	-9999	-9999	-9999	-9999	10.45	1	1	1006.29961173698	992.36	1002.16	-9.79999999999995	-5.444444488	200.86	210.6	9.74000000000001	5.4111111544	41.74	1.66421000000176	1.36927000000176	294.94	250.699	100.56	3.63	0.774	1	1
44134.0116666667	3507.72317582306	2596.27958333333	953.579833324194	38.206249524397	84.5554846311563	2.44271401485715	3.70778729166341	534.9333376128	540.1777820992	99.222223016	99.3666674616	F2_TABLA CONEX KICKDOWN 2	5.32085976738017E-03	0		7.40159489063894E-02	28.1779581570964	9.55608184598803	3.45947471543859	1.92411831627907	1.19721465073369	1.12275282808743	13.3951846479312	94.4111118664	93.8555563064	29.3000002344	95.6444452096	22.2333335112	25.4777779816	25.6222224272	88.4666673744	-9999	-9999	-9999	-9999	10.42	1	1	1010.22957977135	994.88	1004.32	-9.43999999999994	-5.24444448639994	201.94	210.42	8.47999999999999	4.7111111488	40.48	1.66421000000176	1.36927000000176	294.94	250.699	100.23	3.63	0.778	1	1
44134.0116782407	3503.98213250088	2591.99508333333	950.987763966532	38.292867356859	84.627787477023	2.44271401485715	3.69969168622309	536.0333376216	540.6777821032	99.222223016	99.3666674616	F2_TABLA CONEX KICKDOWN 2	5.33252201421419E-03	0		7.40159489063894E-02	26.0557688398256	9.64456408530273	3.38689832280701	1.88403251802326	1.16161671902174	1.12086901461749	13.3951846479312	95.8111118776	93.9555563072	29.3000002344	95.7444452104	22.333333512	25.5777779824	25.722222428	88.5666673752	-9999	-9999	-9999	-9999	10.36	1	1	1007.48352218245	995.96	1005.22	-9.25999999999999	-5.1444444856	204.46	210.6	6.14000000000001	3.4111111384	38.14	1.66165000000176	1.36716000000176	292.38	248.523	100.01	3.63	0.785	1	1
44134.0116898148	3504.87250621663	2580.64175	947.064638273549	38.3360884324555	84.8985568604832	2.45059373748572	3.69159608078278	536.4333376248	541.3777821088	99.72222302	99.4666674624	F2_TABLA CONEX KICKDOWN 2	5.34413682180457E-03	0		7.39248327377332E-02	27.234762904976	9.37911736735864	3.36270619192982	1.81989524081395	1.18222604790761	1.11521757420765	13.5527750555539	96.0111118792	93.9555563072	29.1000002328	95.6444452096	22.333333512	25.5777779824	25.722222428	88.5666673752	-9999	-9999	-9999	-9999	10.34	1	1	1003.32733359528	997.58	1006.48	-8.90000000000009	-4.94444448400006	204.82	211.5	6.68000000000001	3.7111111408	38.68	1.66165000000176	1.36821000000176	294.49	250.3165	100.37	3.63	0.78	1	1
44134.0118055556	3701.5815601578	2575.15208333333	998.102663878451	37.6562069878198	100	2.34027762068572	3.68350047534247	545.333337696	547.1777821552	99.3222230168	99.4666674624	F3_RAMPA_PERD. POT	5.45963157492224E-03	0		0.073833716569077	26.4094670593707	9.99849304256152	3.4352825845614	1.90006683732558	1.26278978809783	1.21129206117487	13.7103654631766	94.9111118704	94.9555563152	29.3000002344	96.5444452168	22.2333335112	25.777777984	26.1222224312	88.8666673776	-9999	-9999	-9999	-9999	10.86	1	1	1057.39739816393	1012.16	1016.02	-3.86000000000001	-2.1444444616	202.12	210.6	8.47999999999999	4.7111111488	40.48	1.66679000000176	1.35180000000176	320.2	272.17	99.87	3.63	0.866	1	1
44134.0119328704	3632.23654803894	2630.64783333333	997.433503652542	41.5677347114244	100	2.2614803944	3.68350047534247	553.6333377624	553.8777822088	100.0222230224	100.0666674672	F3_TABLA_PERD. POT	5.59262229216984E-03	0		0.073833716569077	25.8199700267955	10.5293864784498	3.36270619192982	1.74774080395349	1.32087062404891	1.2376654497541	13.3951846479312	94.4111118664	95.7555563216	29.2000002336	97.2444452224	22.5333335136	25.9777779856	26.0222224304	89.0666673792	-9999	-9999	-9999	-9999	10.85	1	1	1056.5970365435	1028.54	1028.98	-0.440000000000055	-0.244444446400056	201.94	212.04	10.1	5.611111156	42.1	1.66679000000176	1.35886000000176	307.930000000001	261.740500000001	100.5	3.56	0.851	1	1
44134.0120486111	3693.97705206968	2624.69772727273	1015.1978519868	43.355075704964	100	2.33239789805715	3.67540486990215	559.7333378112	558.777782248	99.72222302	99.8666674656	F3_TABLA_PERD. POT	5.69761944643687E-03	0		0.073833716569077	34.5445261089091	10.6178687177645	3.92718924573099	2.33299345848837	1.29276699375	1.26403883833333	13.7103654631766	95.5111118752	96.2555563256	29.2000002336	97.7444452264	22.333333512	26.0777779864	26.4222224336	89.3666673816	-9999	-9999	-9999	-9999	10.92	1	1	1075.50816780825	1039.52	1037.8	1.72000000000003	0.955555563199999	203.92	211.5	7.58000000000001	4.2111111448	39.58	1.66938000000176	1.35081000000176	318.570000000001	270.784500000001	100.36	3.56	0.871	1	1
44134.0122685185	3637.44293856239	2527.46316666667	962.668964369029	33.790701503229	100	2.48211262800001	3.51349276109589	571.2333379032	569.1777823312	108.6222230912	107.7666675288	F3_TABLA_PERD. POT	5.9240505361231E-03	0		0.073833716569077	17.9207097902873	9.11367064941448	4.61263295391813	3.11065794465117	1.18409962326087	1.17173197830601	13.5527750555539	105.7111119568	99.3555563504	29.4000002352	100.7444452504	22.1333335104	26.3777779888	26.722222436	90.0666673872	-9999	-9999	-9999	-9999	10.7	1	1	1019.85867291598	1059.86	1056.16	3.70000000000005	2.055555572	221.92	227.52	5.59999999999999	3.111111136	37.06	1.66679000000176	1.35886000000176	313.57	266.5345	108.66	3.51	0.854	1	1
44134.012337963	3298.48342898621	2482.90466666667	857.572260843271	27.6352922308498	100	2.70274486160001	3.39205867949119	568.9333378848	569.6777823352	110.722223108	110.0666675472	F3_TABLA_PERD. POT	5.99345678347163E-03	0		0.073378135725796	17.213313351197	6.90161466654692	4.33845547064327	2.95833191127907	1.02297214288043	0.977699190901642	13.5527750555539	107.7111119728	100.6555563608	29.4000002352	102.0444452608	22.0333335096	26.4777779896	26.8222224368	90.166667388	-9999	-9999	-9999	-9999	9.57	1	1	908.518442210735	1056.08	1057.78	-1.70000000000005	-0.944444451999999	225.52	230.94	5.06	2.8111111336	37.06	1.65404000000176	1.37901000000176	283.010000000001	240.558500000001	110.59	3.51	0.756	1	1
44134.0124074074	3324.42608488298	2451.60733333333	853.455959618107	24.5880541363668	100	2.74214347474286	3.33538944140901	563.833337844	567.3777823168	111.5222231144	111.166667556	F3_TABLA_PERD. POT	6.06318200880196E-03	0		0.073378135725796	18.5102068228625	6.28223899134398	4.29007120888889	2.95031475162791	1.00236281399457	0.940022921502735	13.5527750555539	108.61111198	101.8555563704	29.3000002344	103.3444452712	22.1333335104	26.5777779904	26.9222224376	90.5666673912	-9999	-9999	-9999	-9999	9.33	1	1	904.157602025583	1046.9	1053.28	-6.38000000000011	-3.54444447280005	227.5	232.74	5.23999999999998	2.9111111344	37.6	1.65154000000176	1.39255000000176	258.990000000001	220.141500000001	112.46	3.46	0.699	1	1
44134.0130787037	3741.77559592405	2582.89041666667	1012.7323549938	37.1605662346559	100	2.34815734331429	3.60254442093934	580.4333379768	580.6777824232	100.3222230248	100.7666674728	F4_ENFRIAMIENTO	6.73503132566111E-03	0		0.073378135725796	26.4094670593707	10.5293864784498	2.49178948035087	1.04223075465117	1.31337632263587	1.25273595751366	13.3951846479312	93.111111856	100.8555563624	29.500000236	101.94444526	22.1333335104	27.277777996	26.8222224368	93.666667416	-9999	-9999	-9999	-9999	11.01	1	1	1072.89620192546	1076.78	1077.04	-7.99999999999272E-02	-4.44444447999438E-02	199.6	212.76	13.34	7.4111111704	45.34	1.66938000000176	1.35886000000176	312.56	265.676	101.19	3.51	0.869	1	1
44134.0130902778	3718.14117537812	2597.49175	1011.23523278547	38.6772579750858	100	2.33239789805715	3.61064002637965	580.5333379776	580.6777824232	100.222223024	100.4666674704	F4_ENFRIAMIENTO	6.74661368975649E-03	0		0.073378135725796	29.1211534092168	10.7063509570792	2.55630182935672	1.05024791430233	1.33960637758152	1.26215502486339	13.5527750555539	93.4111118584	100.6555563608	29.4000002352	101.7444452584	22.1333335104	27.3777779968	26.8222224368	93.7666674168	-9999	-9999	-9999	-9999	10.96	1	1	1071.31013950411	1076.96	1077.22	-0.440000000000055	-0.244444446400056	199.6	212.58	12.98	7.2111111688	44.98	1.67200000000176	1.35380000000176	310.52	263.942	101.13	3.51	0.871	1	1
44134.0131018519	3697.33270106616	2608.78383333333	1011.165634206	39.3202233020446	100	2.30875873017143	3.62683123726028	580.7333379792	580.8777824248	100.3222230248	100.5666674712	F4_ENFRIAMIENTO	6.75832176057156E-03	0		0.073378135725796	26.5273664658858	10.7948331963939	2.55630182935672	1.05826507395349	1.32836492546196	1.26780646527322	13.5527750555539	93.8111118616	100.7555563616	29.4000002352	101.8444452592	22.2333335112	27.4777779976	26.9222224376	93.8666674176	-9999	-9999	-9999	-9999	11	1	1	1071.2364062505	1076.96	1077.22	-0.259999999999991	-0.144444445600001	200.86	212.4	11.54	6.8111111656	44.26	1.67200000000176	1.35988000000176	318.200000000001	270.470000000001	101.14	3.51	0.875	1	1
44134.0131018519	3697.33270106616	2612.17475	1011.26022603981	40.0220429302919	100	2.26936011702858	3.63492684270059	580.7333379792	580.8777824248	100.3222230248	100.5666674712	F4_ENFRIAMIENTO	6.75832176057156E-03	0		0.073378135725796	31.8328397590629	10.7063509570792	2.59662204748537	1.05826507395349	1.33960637758152	1.26780646527322	13.7103654631766	93.8111118616	100.7555563616	29.500000236	101.7444452584	22.2333335112	27.4777779976	26.9222224376	93.8666674176	-9999	-9999	-9999	-9999	11	1	1	1071.2364062505	1076.96	1077.22	-0.259999999999991	-0.144444445600001	200.86	212.4	11.54	6.8111111656	44.26	1.67200000000176	1.35988000000176	318.200000000001	270.470000000001	101.14	3.51	0.875	1	1
44134.0131134259	3695.22418080691	2624.952	1015.63874386543	41.6747668919793	100	2.34027762068572	3.61873563181997	581.0333379816	581.1777824272	100.4222230256	100.4666674704	F4_ENFRIAMIENTO	6.76975683745695E-03	0		7.32870195571398E-02	21.5755913922537	10.7063509570792	2.57242991660818	1.06628223360465	1.36021570646739	1.26592265180328	13.5527750555539	94.111111864	100.55555636	29.4000002352	101.6444452576	22.2333335112	27.4777779976	26.9222224376	93.9666674184	-9999	-9999	-9999	-9999	10.98	1	1	1076.08587134397	1077.68	1077.94	-0.259999999999991	-0.144444445600001	200.86	212.76	11.9	6.611111164	43.9	1.66938000000176	1.34884000000176	312.12	265.302	101.15	3.51	0.881	1	1
44134.0131134259	3703.66861134664	2615.89725	1015.10581482526	41.6747668919793	100	2.30875873017143	3.61064002637965	581.333337984	581.1777824272	100.4222230256	100.4666674704	F4_ENFRIAMIENTO	6.77551138505805E-03	0		0.073378135725796	25.9378694333106	10.7948331963939	2.55630182935672	1.04223075465117	1.31712347334239	1.26027121139345	13.7103654631766	94.111111864	100.55555636	29.4000002352	101.7444452584	22.2333335112	27.4777779976	26.9222224376	93.9666674184	-9999	-9999	-9999	-9999	10.98	1	1	1075.41066295362	1078.4	1078.12	0.279999999999973	0.155555556800001	201.4	212.76	11.36	6.3111111616	43.36	1.66938000000176	1.34884000000176	320.540000000001	272.459000000001	101.15	3.51	0.881	1	1
44134.013125	3720.88670434297	2594.054	1010.65197157178	39.6366952801079	100	2.36391678857143	3.61873563181997	581.333337984	581.5777824304	100.722223028	100.666667472	F4_ENFRIAMIENTO	6.78145111305639E-03	0		7.34692518944522E-02	32.1865379786081	10.5293864784498	2.49178948035087	1.04223075465117	1.29276699375	1.2583873979235	13.7103654631766	94.4111118664	100.6555563608	29.500000236	101.6444452576	22.1333335104	27.3777779968	26.8222224368	93.8666674176	-9999	-9999	-9999	-9999	10.88	1	1	1070.69222822893	1078.4	1078.84	-0.440000000000055	0.155555556800001	201.4	213.3	11.36	6.3111111616	43.36	1.67200000000176	1.34884000000176	320.540000000001	272.459000000001	101.22	3.51	0.881	1	1
44134.0131365741	3742.06077630565	2585.15083333333	1012.92189763967	38.4701008859642	100	2.40331540171429	3.58635321005871	581.333337984	581.777782432	100.9222230296	100.8666674736	F4_ENFRIAMIENTO	6.79300498450175E-03	0		7.34692518944522E-02	31.5970409460329	10.6178687177645	2.48372543672514	1.02619643534884	1.30775559657609	1.25273595751366	13.3951846479312	94.5111118672	100.55555636	29.500000236	101.6444452576	22.2333335112	27.3777779968	26.8222224368	93.9666674184	-9999	-9999	-9999	-9999	10.82	1	1	1073.09700481662	1078.4	1078.84	-0.440000000000055	0.155555556800001	202.12	213.3	11.18	6.3111111616	43.36	1.66938000000176	1.35784000000176	320.540000000001	272.459000000001	101.38	3.51	0.874	1	1
44134.0131481482	3729.36499135508	2587.44708333333	1010.3662032864	37.8549112604614	100	2.36391678857143	3.60254442093934	581.2333379832	581.6777824312	100.9222230296	100.7666674728	F4_ENFRIAMIENTO	6.80458818533225E-03	0		7.32870195571398E-02	31.4791415395178	10.6178687177645	2.54017374210526	1.034213595	1.28901984304348	1.25273595751366	13.3951846479312	94.4111118664	100.4555563592	29.4000002352	101.444445256	22.333333512	27.4777779976	26.8222224368	94.0666674192	-9999	-9999	-9999	-9999	10.9	1	1	1070.38948317837	1078.22	1079.2	-0.980000000000018	-0.5444444488	201.94	213.66	11.54	6.4111111624	43.54	1.66938000000176	1.35581000000176	311.540000000001	264.809000000001	101.66	3.51	0.87	1	1
